actual_label,torch_model_prediction,ZKML_preredicted_label,proof,verification,proof_generation_time,proof_verification_time,total_execution_time,witness_generation_time,torch_model_predict_time
9,9,9,True,True,46.8233277797699,0.6505229473114014,47.80645823478699,0.3122403621673584,0.008895397186279297
6,6,6,True,True,50.79412221908569,0.6127829551696777,51.681886196136475,0.2529468536376953,0.0069391727447509766
7,7,7,True,True,48.243561029434204,0.6497876644134521,49.2804741859436,0.34351682662963867,0.006884336471557617
1,1,1,True,True,51.30077815055847,0.6156163215637207,52.417762994766235,0.472836971282959,0.008107185363769531
9,7,7,True,True,51.593225717544556,0.633554220199585,53.182918548583984,0.9078288078308105,0.01459360122680664
8,8,8,True,True,52.742735862731934,0.6046099662780762,53.969396114349365,0.6007120609283447,0.00852656364440918
9,9,9,True,True,54.22779107093811,0.5764198303222656,55.305357217788696,0.4628169536590576,0.0193636417388916
6,6,6,True,True,43.98977541923523,0.6405997276306152,44.93362736701965,0.28113389015197754,0.006674528121948242
1,1,1,True,True,45.09858202934265,0.7156798839569092,46.34274768829346,0.49721837043762207,0.011370182037353516
0,0,0,True,True,43.86971163749695,0.7776219844818115,44.96228837966919,0.2987804412841797,0.010078191757202148
7,7,7,True,True,43.79952359199524,0.5732755661010742,44.65373516082764,0.2602412700653076,0.006438493728637695
7,9,7,True,True,45.396599769592285,0.6103923320770264,46.51410889625549,0.4835784435272217,0.004104137420654297
4,4,4,True,True,46.47853970527649,0.5836226940155029,47.645336866378784,0.5631160736083984,0.013922691345214844
1,1,1,True,True,43.97527599334717,0.6722123622894287,45.18958306312561,0.5160315036773682,0.010675668716430664
3,3,3,True,True,45.28234529495239,0.6536743640899658,46.317299604415894,0.3516108989715576,0.0036759376525878906
3,3,3,True,True,45.66857838630676,0.5398209095001221,46.61460518836975,0.38077664375305176,0.00913095474243164
0,0,0,True,True,45.59222364425659,0.8401095867156982,46.87192249298096,0.4126710891723633,0.005463361740112305
4,4,4,True,True,44.926247358322144,0.7295525074005127,46.06785774230957,0.39488744735717773,0.012482881546020508
8,8,8,True,True,45.55940914154053,0.9455795288085938,46.86194396018982,0.3340601921081543,0.003690958023071289
8,8,8,True,True,44.61151671409607,0.5845417976379395,45.70766091346741,0.4678819179534912,0.021234512329101562
2,2,2,True,True,44.49348258972168,0.8359053134918213,45.84461045265198,0.49111127853393555,0.0102386474609375
7,7,7,True,True,44.6746301651001,0.7846474647521973,45.855148792266846,0.33908891677856445,0.0062139034271240234
2,2,2,True,True,45.460307121276855,0.7670474052429199,46.87588167190552,0.5880715847015381,0.012285709381103516
2,2,2,True,True,45.68387961387634,0.7539043426513672,47.079253911972046,0.5830049514770508,0.015961170196533203
9,9,9,True,True,45.84839081764221,0.5873293876647949,46.81532168388367,0.3575143814086914,0.00919198989868164
